Date,Open,High,Low,Close,Volume
2025-04-04,0.8211,0.8231,0.7892,0.8086,1471078.0
2025-04-05,0.8089,0.8103,0.7939,0.8035,639870.0
2025-04-06,0.8034,0.8036,0.6945,0.7093,2542142.0
2025-04-07,0.7096,0.7677,0.661,0.7496,3480316.0
2025-04-08,0.7505,0.7813,0.7294,0.7329,1456135.0
2025-04-09,0.7334,0.7893,0.6937,0.7803,2414058.0
2025-04-10,0.7801,0.7819,0.7502,0.7646,887649.0
2025-04-11,0.7647,0.7892,0.7632,0.7806,814840.0
2025-04-12,0.7801,0.8011,0.7749,0.7948,762891.0
2025-04-13,0.7946,0.7961,0.7584,0.7672,1216687.0
2025-04-14,0.7671,0.785,0.7456,0.7465,821654.0
2025-04-15,0.7466,0.761,0.7409,0.7447,875382.0
2025-04-16,0.7452,0.7499,0.7274,0.7416,753617.0
2025-04-17,0.742,0.7528,0.7344,0.7503,587477.0
2025-04-18,0.7508,0.7658,0.7465,0.7542,518782.0
2025-04-19,0.7553,0.7722,0.7553,0.7698,338629.0
2025-04-20,0.7701,0.7788,0.7621,0.7737,672159.0
2025-04-21,0.7732,0.7916,0.7709,0.7724,862191.0
2025-04-22,0.7729,0.8246,0.7623,0.824,1486732.0
2025-04-23,0.8236,0.8495,0.8101,0.8273,1553537.0
2025-04-24,0.8275,0.8353,0.8021,0.8349,1122132.0
2025-04-25,0.8345,0.8521,0.8207,0.8257,1529548.0
2025-04-26,0.8269,0.8525,0.8232,0.8339,854779.0
2025-04-27,0.8336,0.8398,0.8021,0.8029,861949.0
2025-04-28,0.8027,0.8269,0.7885,0.8172,959091.0
2025-04-29,0.8186,0.8302,0.791,0.7989,673277.0
2025-04-30,0.7981,0.8074,0.7791,0.796,952427.0
2025-05-01,0.7962,0.8345,0.7929,0.8226,1661786.0
2025-05-02,0.8223,0.8307,0.8122,0.8158,672037.0
2025-05-03,0.8159,0.8176,0.7889,0.7969,1011259.0
2025-05-04,0.7969,0.8057,0.7719,0.7727,1604237.0
2025-05-05,0.7725,0.7875,0.7638,0.7731,782279.0
2025-05-06,0.7725,0.7757,0.7388,0.7551,1751197.0
2025-05-07,0.7558,0.7742,0.7499,0.766,812140.0
2025-05-08,0.7661,0.83,0.7654,0.8242,1663343.0
2025-05-09,0.8243,0.8642,0.8229,0.8626,1470314.0
2025-05-10,0.8626,0.894,0.852,0.8924,1660463.0
2025-05-11,0.8926,0.9285,0.8678,0.8916,2281592.0
2025-05-12,0.8922,0.926,0.8441,0.881,2234447.0
2025-05-13,0.8806,0.9106,0.8396,0.8972,1556426.0
2025-05-14,0.8974,0.905,0.8651,0.8709,1139691.0
2025-05-15,0.8708,0.8784,0.824,0.8391,2556246.0
2025-05-16,0.8377,0.8568,0.8313,0.8348,991789.0
2025-05-17,0.8352,0.8433,0.8224,0.834,713733.0
2025-05-18,0.8341,0.8542,0.8113,0.8456,1741855.0
2025-05-19,0.8452,0.8511,0.807,0.8308,1213471.0
2025-05-20,0.8306,0.8435,0.8111,0.8396,896433.0
2025-05-21,0.8405,0.8541,0.8253,0.8414,1464450.0
2025-05-22,0.8409,0.8767,0.84,0.8757,1235896.0
2025-05-23,0.8759,0.8869,0.8277,0.832,1368914.0
2025-05-24,0.8317,0.86,0.8277,0.8478,583609.0
2025-05-25,0.8477,0.8504,0.818,0.838,997221.0
2025-05-26,0.8382,0.847,0.8268,0.835,507694.0
2025-05-27,0.8359,0.8535,0.8227,0.8458,1051395.0
2025-05-28,0.8465,0.8681,0.8432,0.8553,934935.0
2025-05-29,0.8559,0.8648,0.829,0.8327,1486596.0
2025-05-30,0.832,0.8374,0.7607,0.7632,1639732.0
2025-05-31,0.7635,0.7869,0.75,0.7839,976311.0
2025-06-01,0.7835,0.8005,0.77,0.7993,615718.0
2025-06-02,0.7997,0.8052,0.7828,0.7999,651877.0
2025-06-03,0.8001,0.8217,0.7991,0.8106,883589.0
2025-06-04,0.8109,0.8307,0.8045,0.8067,793712.0
2025-06-05,0.8067,0.8126,0.7533,0.7711,1326539.0
2025-06-06,0.7711,0.8019,0.7701,0.7921,908906.0
2025-06-07,0.7913,0.7999,0.7872,0.7926,382067.0
2025-06-08,0.7924,0.8074,0.7861,0.7911,617370.0
2025-06-09,0.7915,0.8169,0.7808,0.8165,634931.0
2025-06-10,0.8169,0.8426,0.8074,0.8412,1050289.0
2025-06-11,0.8417,0.8449,0.82,0.8381,479115.0
